environment,host_os,host_arch,host_cpu,execution_backend,qemu_version,qemu_machine,qemu_cpu,qemu_memory,qemu_command,compiler,compiler_version,linker,build_flags,commit_sha,guest_elf_sha256
local-intel-i5-1145g7,Linux,x86_64,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,tcg,QEMU emulator version 10.2.1 (Debian 1:10.2.1+ds-1ubuntu3.2),virt,max,128M,qemu-system-aarch64 -accel tcg -M virt -cpu max -m 128M -nographic -monitor none -serial stdio -kernel build-arm64/lettuce-arm64.elf,clang,Ubuntu clang version 18.1.3 (1ubuntu1),Ubuntu LLD 18.1.3 (compatible with GNU linkers),-ffreestanding -fno-stack-protector -fno-pic -fno-asynchronous-unwind-tables -mgeneral-regs-only -O2 -Wall -Wextra -Werror --target=aarch64-none-elf -fuse-ld=lld -nostdlib,37caf3f0f1ff80c484e93660af484afc0a8292db,39c6c5514ef75421abf2c88362deef25f6d76a69ee82cc7474c7202bdbacc824
