environment,host_os,host_arch,host_cpu,execution_backend,qemu_version,qemu_machine,qemu_cpu,qemu_memory,qemu_command,compiler,compiler_version,linker,build_flags,commit_sha
local-intel-i5-1135g7,Linux,x86_64,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,tcg,QEMU emulator version 10.2.1 (Debian 1:10.2.1+ds-1ubuntu3.2),virt,max,128M,qemu-system-aarch64 -accel tcg -M virt -cpu max -m 128M -nographic -monitor none -serial stdio -kernel build-arm64/lettuce-arm64.elf,clang,clang version 21.0.0 (https://github.com/swiftlang/llvm-project.git 82cdc19fa54d566969527b56f587ea8ea30bef51),/home/abdelhalim-yasser/.local/share/swiftly/toolchains/6.3.3/usr/bin/ld.lld: /lib/x86_64-linux-gnu/libxml2.so.2: no version information available (required by /home/abdelhalim-yasser/.local/share/swiftly/toolchains/6.3.3/usr/bin/ld.lld),-ffreestanding -fno-stack-protector -fno-pic -fno-asynchronous-unwind-tables -mgeneral-regs-only -O2 -Wall -Wextra -Werror --target=aarch64-none-elf -fuse-ld=lld -nostdlib,007cb0a2cf890117e4e2834ab98b74ccff265ab9
