environment,host_os,host_arch,host_cpu,execution_backend,qemu_version,qemu_machine,qemu_cpu,qemu_memory,qemu_command,compiler,compiler_version,linker,build_flags,commit_sha
github-macos-x86_64,macOS,x86_64,Intel(R) Core(TM) i7-8700B CPU @ 3.20GHz,tcg,QEMU emulator version 11.1.0,virt,max,128M,qemu-system-aarch64 -accel tcg -M virt -cpu max -m 128M -nographic -monitor none -serial stdio -kernel build-arm64/lettuce-arm64.elf,clang,Ubuntu clang version 18.1.3 (1ubuntu1),Ubuntu LLD 18.1.3 (compatible with GNU linkers),-ffreestanding -fno-stack-protector -fno-pic -fno-asynchronous-unwind-tables -mgeneral-regs-only -O2 -Wall -Wextra -Werror --target=aarch64-none-elf -fuse-ld=lld -nostdlib,80a2dae56820ab8b358c0957f2e2506efb689856
